TEMPERATURA TRIAC COOLER WINDOW
30.8 43.18538916951822 44.03631859212021 28.88906175031911
30.9 43.09101981063663 44.13070528551451 28.975473156298484
31.0 42.997293640054096 44.22447248880752 29.06126660892023
31.1 42.902586666846766 44.31803263050757 29.146457365214122
31.2 42.80852165471119 44.41269253696922 29.231060424412753
31.3 42.715082479153054 44.50675896919376 29.315090536344943
31.4 42.62225327886476 44.600247480477954 29.39856220958817
31.5 42.53001844709042 44.693173436549145 29.481489719391405
31.6 42.43836262323187 44.78555202275207 29.563887115375522
31.7 42.34727068468603 44.87739825109503 29.645768229021815
31.8 42.25672773890281 44.969561615951264 29.727146680957656
31.9 42.16671911565669 45.06230381943616 29.809146057778968
32.0 42.07723035952064 45.15453878199972 29.89089071288648
32.1 41.9869192365732 45.246281295664986 29.972144896348258
32.2 41.89712707769103 45.33754600154702 30.052921932745434
32.3 41.807839563047295 45.428347396444856 30.13323495272193
32.4 41.71904257572546 45.518699839327354 30.213096899645716
32.5 41.630722194678576 45.60981205929419 30.292520536100294
32.6 41.54286468786307 45.70106184417697 30.37151845021435
32.7 41.455456505541896 45.79188719829308 30.450103061834355
32.8 41.36848427374745 45.88230233990993 30.52828662854914
32.9 41.2819347878995 45.97232137043757 30.60608125157087
33.0 41.19579500657031 46.06195828059657 30.68398251732535
33.1 41.108987643302925 46.15122695650709 30.762080746237462
33.2 41.02258927166902 46.24162013819679 30.83980071493367
33.3 40.93658694670133 46.33178658283907 30.91715431351117
33.4 40.85096787694881 46.421609000652175 30.99415328911022
33.5 40.76571941858567 46.51110121192624 31.07080925136592
33.6 40.68082906964605 46.600276952412464 31.147133677742865
33.7 40.59628446438 46.68914987921818 31.223137918755718
33.8 40.512073367724454 46.77797069978086 31.298833203081955
33.9 40.428183669883616 46.867731272260706 31.374230642572233
34.0 40.34460338101429 46.95721312868945 31.449341237161956
34.1 40.26050718753858 47.046429919125025 31.524247442135387
34.2 40.1767197964799 47.13539523468674 31.599591611197074
34.3 40.09322928486672 47.22412261335319 31.674658581156855
34.4 40.01002384160882 47.31262554573069 31.74945920630325
34.5 39.92709176242107 47.40144794444036 31.824004240074736
34.6 39.84442144483543 47.49083943717046 31.898304339683943
34.7 39.76200138329577 47.580030762369326 31.972370070663146
34.8 39.67982016433258 47.669035475987506 32.04621191133315
34.9 39.59786646181258 47.75786710630941 32.119840257200934
35.0 39.516129032258036 47.846539159739805 32.19326542529037
35.1 39.43402489894072 47.93506512659248 32.26649765840856
35.2 39.35213648780993 48.024208253454574 32.33954712935292
35.3 39.270452599112694 48.11362531703534 32.412795707686065
35.4 39.18896210873146 48.202921024018025 32.48600265571462
35.5 39.1076539636598 48.29210900404379 32.55903578669
35.6 39.026517177535474 48.381202890871215 32.63190518582149
35.7 38.94554082622749 48.47021632830113 32.70462087773388
35.8 38.864714043471544 48.5591629761313 32.777192830506465
35.9 38.78402601655248 48.64895161463723 32.84963095966552
36.0 38.703465982028284 48.73879443473386 32.92194513213563
36.1 38.62268664951525 48.82859592912225 32.99414517015193
36.2 38.54203478528551 48.91836997468749 33.06624085513659
36.3 38.4614996506029 49.00813048555767 33.13824193154448
36.4 38.38107054963084 49.09789141932567 33.21025040983932
36.5 38.30073682524427 49.18778281792589 33.282331192673546
36.6 38.22048785487338 49.2784362685818 33.354325937247054
36.7 38.140313046374146 49.36911640970428 33.42624434483513
36.8 38.060201833922484 49.45983748363573 33.49809608835727
36.9 37.98014367392931 49.55061379873767 33.56989081613983
37.0 37.900128040973115 49.64145973599601 33.641638155658775
37.1 37.820040624906696 49.73238975571345 33.71334771726698
37.2 37.73999641586236 49.82367812030366 33.785029097907135
37.3 37.65998310443256 49.91543030448334 33.85669188481421
37.4 37.57998839511225 50.007201246356054 33.928345659211374
37.5 37.5 50.09900729279316 34.00000000000001
37.6 37.420011604887755 50.19114883497414 34.07165434078863
37.7 37.34001689556744 50.283168340918174 34.14330811518579
37.8 37.26000358413764 50.37508064831408 34.21497090209289
37.9 37.1799593750933 50.46690049597806 34.28665228273303
38.0 37.099871959026885 50.558642530950806 34.358361844341225
38.1 37.019856326070695 50.65032131548743 34.430109183860175
38.2 36.93979816607751 50.741632786173895 34.50190391164273
38.3 36.85968695362585 50.83246030796531 34.57375565516486
38.4 36.779512145126624 50.92325147297903 34.64567406275295
38.5 36.699263174755714 51.01402051827023 34.71766880732646
38.6 36.61892945036915 51.10478161999586 34.78974959016068
38.7 36.538500349397104 51.19554889993501 34.861758068455536
38.8 36.45796521471448 51.286336431936384 34.93375914486341
38.9 36.37731335048473 51.37639150609876 35.00585482984808
39.0 36.29653401797171 51.4663362317148 35.07805486786435
39.1 36.21597398344752 51.5563269718591 35.15036904033448
39.2 36.135285956528485 51.64637756266492 35.22280716949356
39.3 36.054459173772514 51.73650181435999 35.29537912226612
39.4 35.97348282246453 51.826713517400016 35.368094814178505
39.5 35.892346036340214 51.916748685605704 35.440964213309975
39.6 35.81103789126854 52.00611094580176 35.51399734428537
39.7 35.72954740088731 52.09558575962863 35.587204292313935
39.8 35.647863512190064 52.1851867453827 35.66045287064707
39.9 35.5659751010593 52.27492752254556 35.733502341591446
40.0 35.483870967741986 52.36482171771609 35.80673457470963
40.1 35.402133538187414 52.45488297052769 35.880159742799066
40.2 35.320179835667396 52.544298117937764 35.953788088666855
40.3 35.237998616704225 52.633512285109745 36.02762992933683
40.4 35.15557855516456 52.72291803686057 36.10169566031606
40.5 35.07290823757893 52.812528917126066 36.1759957599253
40.6 34.98997615839117 52.902358503069046 36.25054079369673
40.7 34.906770715133284 52.99242041092126 36.325341418843145
40.8 34.82328020352012 53.08258579251632 36.40040838880294
40.9 34.739492812461414 53.171790330358434 36.4757525578646
41.0 34.65539661898571 53.261251496042576 36.55065876283804
41.1 34.57181633011637 53.35098286984021 36.62576935742776
41.2 34.48792663227552 53.44099809103654 36.701166796918045
41.3 34.403715535620016 53.53131086379702 36.776862081244296
41.4 34.31917093035393 53.62193496306913 36.852866322257114
41.5 34.23428058141434 53.71209005549245 36.929190748634085
41.6 34.14903212305121 53.80185626762327 37.005846710889806
41.7 34.06341305329866 53.89195803431269 37.08284568648883
41.8 33.97741072833097 53.98240916779377 37.16019928506633
41.9 33.89101235669703 54.07322357120379 37.2379192537625
42.0 33.804204993429686 54.16441524462836 37.31601748267465
42.1 33.718065212100505 54.25599829121128 37.393918748429165
42.2 33.63151572625252 54.346408072276155 37.47171337145083
42.3 33.54454349445811 54.43713230444002 37.549896938165645
42.4 33.457135312136934 54.5282723253608 37.62848154978566
42.5 33.369277805321424 54.619842349967904 37.70747946389971
42.6 33.28095742427451 54.71185671705586 37.78690310035429
42.7 33.192160436952676 54.80432989565983 37.86676504727805
42.8 33.102872922308954 54.89660667975403 37.947078067254566
42.9 33.01308076342681 54.9882103148524 38.027855103651774
43.0 32.922769640479316 55.0802976000795 38.10910928711348
43.1 32.83328088434331 55.17288317887286 38.190853942221025
43.2 32.74327226109719 55.265981846660395 38.272853319042376
43.3 32.652729315313984 55.35960855760577 38.35423177097818
43.4 32.56163737676811 55.45377843147495 38.43611288462447
43.5 32.469981552909566 55.54694136812515 38.518510280608574
43.6 32.377746721135225 55.64024249795001 38.601437790411815
43.7 32.28491752084696 55.73411233321856 38.68490946365509
43.8 32.19147834528878 55.828566250525625 38.76893957558722
43.9 32.09741333315325 55.92361981550957 38.85354263478589
44.0 32.002706359945904 56.01928879023379 38.93873339107979
44.1 31.90898018936338 56.115138186165325 39.02452684370152
44.2 31.814610830481776 56.209930907510596 39.1109382496809
44.3 31.71958197016789 56.305365471105596 39.19798313248959
44.4 31.623877017008287 56.401457968318304 39.28428349163312
44.5 31.527479091995247 56.49822471223133 39.37090937087126
44.6 31.430371018933965 56.595682245669515 39.458183201927824
44.7 31.332535314558296 56.693847349416984 39.54612093171569
44.8 31.23395417834189 56.79127333133531 39.634738796292886
44.9 31.134609481993284 56.88856810869062 39.72405333044796
45.0 31.034482758620697 56.986598194781656 39.81408137758644
45.1 30.935499319314147 57.08538079855856 39.90484009993154
45.2 30.835732092404847 57.18493339516654 39.996346989052
45.3 30.73516234915307 57.28527373499769 40.08861987673208
45.4 30.633771002559214 57.3862889146301 40.18167694619744
45.5 30.531538595574137 57.48575797191206 40.27460464437021
45.6 30.4284452889237 57.58604396997232 40.36720750501894
45.7 30.324470848532776 57.687165177762466 40.460612120655085
45.8 30.219594632530473 57.78914017076149 40.55483726020603
45.9 30.11379557781729 57.891987841040475 40.64990207461485
46.0 30.007052186177702 57.99572740761061 40.74582610943949
46.1 29.901618752076487 58.099109782650935 40.84262931788341
46.2 29.795238365172004 58.201993398252576 40.94033207427521
46.3 29.687889162754022 58.30580017591607 41.038955188018235
46.4 29.579548820781635 58.410549979871114 41.13851991803006
46.5 29.470194538639994 58.5162630372483 41.23904798769406
46.6 29.359803023362353 58.62295994970581 41.340340260171075
46.7 29.248350473292465 58.73066170540852 41.44040264974115
46.8 29.135812561165164 58.83681406617607 41.54145035026639
46.9 29.022164416575897 58.943682326268224 41.643505900737665
47.0 28.907380607814723 59.05158927893755 41.7465923469343
47.1 28.794077357847154 59.16055670595863 41.850733258410756
47.2 28.679634479948817 59.2706068175305 41.95595274610854
47.3 28.564026031824774 59.38176226586323 42.06227548062221
47.4 28.44722547412787 59.493075459831545 42.16972671114905
47.5 28.329205650339347 59.6034154919863 42.27833228515408
47.6 28.2099387658973 59.714897429153524 42.388118668783214
47.7 28.089396366535535 59.82754485947681 42.4991129680598
47.8 27.967549315798813 59.94138186109424 42.60923868866068
47.9 27.844367771695133 60.056433017663934 42.71979178017767
48.0 27.71982116244415 60.17272343441132 42.831581567019725
48.1 27.596928700097894 60.287849128877816 42.94463634321519
48.2 27.47266510707217 60.40336586821406 43.0589851051547
48.3 27.346999089835453 60.52016225601052 43.17465757600901
48.4 27.21989857522337 60.63826453883445 43.29168423111768
48.5 27.091330683323893 60.75769954203281 43.41009632439552
48.6 26.961261699282808 60.87849468822554 43.52992591580558
48.7 26.82965704397673 61.000122920332075 43.65120589995096
48.8 26.6964812434979 61.12018387241323 43.773970035839604
48.9 26.561697897395334 61.241649332556705 43.89701969441512
49.0 26.425269645608644 61.36454806675831 44.01941981390257
49.1 26.290670058060826 61.488909504965946 44.14334227748287
49.2 26.154416237353356 61.61476376254228 44.2688225466103
49.3 26.0164697912368 61.74214166251188 44.39589703875399
49.4 25.876791296736247 61.86889249669109 44.524603162171694
49.5 25.735340262796626 61.995607599855134 44.65497935216324
49.6 25.592075091344377 62.123896325382866 44.787065108878636
